      Time        Reactivity      Generation  Normalization     Relative
                                    Time         Factor          Power
   6.410000E-01   8.481654E-01   2.577669E-05   9.545979E-01   6.217746E-01
   6.420000E-01   8.472004E-01   2.577684E-05   9.546279E-01   6.171500E-01
   6.430000E-01   8.462354E-01   2.577699E-05   9.546576E-01   6.126109E-01
   6.440000E-01   8.452768E-01   2.577714E-05   9.546874E-01   6.081560E-01
   6.450000E-01   8.443179E-01   2.577729E-05   9.547169E-01   6.037837E-01
   6.460000E-01   8.433653E-01   2.577744E-05   9.547464E-01   5.994928E-01
   6.470000E-01   8.424124E-01   2.577759E-05   9.547757E-01   5.952817E-01
   6.480000E-01   8.414657E-01   2.577773E-05   9.548050E-01   5.911490E-01
   6.490000E-01   8.405185E-01   2.577788E-05   9.548340E-01   5.870931E-01
   6.500000E-01   8.395774E-01   2.577803E-05   9.548631E-01   5.831128E-01
   6.510000E-01   8.386357E-01   2.577818E-05   9.548919E-01   5.792064E-01
   6.520000E-01   8.377001E-01   2.577833E-05   9.549207E-01   5.753727E-01
   6.530000E-01   8.367638E-01   2.577848E-05   9.549493E-01   5.716099E-01
   6.540000E-01   8.358333E-01   2.577863E-05   9.549779E-01   5.679169E-01
   6.550000E-01   8.349022E-01   2.577878E-05   9.550062E-01   5.642919E-01
   6.560000E-01   8.339769E-01   2.577893E-05   9.550346E-01   5.607338E-01
   6.570000E-01   8.330507E-01   2.577909E-05   9.550628E-01   5.572410E-01
   6.580000E-01   8.321304E-01   2.577924E-05   9.550909E-01   5.538122E-01
   6.590000E-01   8.312091E-01   2.577939E-05   9.551189E-01   5.504458E-01
   6.600000E-01   8.302935E-01   2.577954E-05   9.551468E-01   5.471406E-01
   6.610000E-01   8.293770E-01   2.577969E-05   9.551745E-01   5.438952E-01
   6.620000E-01   8.284660E-01   2.577984E-05   9.552023E-01   5.407082E-01
   6.630000E-01   8.275541E-01   2.578000E-05   9.552298E-01   5.375783E-01
   6.640000E-01   8.266477E-01   2.578015E-05   9.552573E-01   5.345042E-01
   6.650000E-01   8.257402E-01   2.578030E-05   9.552847E-01   5.314845E-01
   6.660000E-01   8.248382E-01   2.578045E-05   9.553120E-01   5.285182E-01
   6.670000E-01   8.239351E-01   2.578061E-05   9.553391E-01   5.256037E-01
   6.680000E-01   8.230375E-01   2.578076E-05   9.553662E-01   5.227400E-01
   6.690000E-01   8.221386E-01   2.578091E-05   9.553932E-01   5.199257E-01
   6.700000E-01   8.212452E-01   2.578106E-05   9.554201E-01   5.171599E-01
   6.710000E-01   8.203505E-01   2.578122E-05   9.554468E-01   5.144412E-01
   6.720000E-01   8.194612E-01   2.578137E-05   9.554736E-01   5.117686E-01
   6.730000E-01   8.185706E-01   2.578153E-05   9.555001E-01   5.091408E-01
   6.740000E-01   8.176854E-01   2.578168E-05   9.555267E-01   5.065569E-01
   6.750000E-01   8.167988E-01   2.578183E-05   9.555530E-01   5.040156E-01
   6.760000E-01   8.159176E-01   2.578199E-05   9.555794E-01   5.015161E-01
   6.770000E-01   8.150349E-01   2.578214E-05   9.556055E-01   4.990572E-01
   6.780000E-01   8.141577E-01   2.578229E-05   9.556317E-01   4.966380E-01
   6.790000E-01   8.132789E-01   2.578245E-05   9.556577E-01   4.942575E-01
   6.800000E-01   8.124055E-01   2.578260E-05   9.556837E-01   4.919147E-01
   6.810000E-01   8.115305E-01   2.578276E-05   9.557095E-01   4.896086E-01
   6.820000E-01   8.106609E-01   2.578291E-05   9.557353E-01   4.873385E-01
   6.830000E-01   8.097897E-01   2.578307E-05   9.557609E-01   4.851033E-01
   6.840000E-01   8.089238E-01   2.578322E-05   9.557865E-01   4.829024E-01
   6.850000E-01   8.080564E-01   2.578338E-05   9.558120E-01   4.807345E-01
   6.860000E-01   8.071943E-01   2.578353E-05   9.558374E-01   4.785993E-01
   6.870000E-01   8.063305E-01   2.578369E-05   9.558627E-01   4.764956E-01
   6.880000E-01   8.054720E-01   2.578384E-05   9.558880E-01   4.744228E-01
   6.890000E-01   8.046119E-01   2.578400E-05   9.559130E-01   4.723801E-01
   6.900000E-01   8.037571E-01   2.578415E-05   9.559382E-01   4.703668E-01
   6.910000E-01   8.029006E-01   2.578431E-05   9.559630E-01   4.683821E-01
   6.920000E-01   8.020494E-01   2.578446E-05   9.559880E-01   4.664255E-01
   6.930000E-01   8.011965E-01   2.578462E-05   9.560127E-01   4.644960E-01
   6.940000E-01   8.003490E-01   2.578477E-05   9.560375E-01   4.625932E-01
   6.950000E-01   7.994996E-01   2.578493E-05   9.560620E-01   4.607163E-01
   6.960000E-01   7.986556E-01   2.578508E-05   9.560866E-01   4.588649E-01
   6.970000E-01   7.978098E-01   2.578524E-05   9.561110E-01   4.570381E-01
   6.980000E-01   7.969693E-01   2.578539E-05   9.561355E-01   4.552355E-01
   6.990000E-01   7.961270E-01   2.578555E-05   9.561597E-01   4.534564E-01
   7.000000E-01   7.952901E-01   2.578570E-05   9.561839E-01   4.517004E-01
   7.010000E-01   7.944513E-01   2.578585E-05   9.562080E-01   4.499669E-01
   7.020000E-01   7.936179E-01   2.578601E-05   9.562321E-01   4.482554E-01
   7.030000E-01   7.927826E-01   2.578616E-05   9.562560E-01   4.465652E-01
   7.040000E-01   7.919527E-01   2.578632E-05   9.562799E-01   4.448961E-01
   7.050000E-01   7.911209E-01   2.578647E-05   9.563036E-01   4.432475E-01
   7.060000E-01   7.902945E-01   2.578663E-05   9.563274E-01   4.416189E-01
   7.070000E-01   7.894662E-01   2.578678E-05   9.563509E-01   4.400098E-01
   7.080000E-01   7.886433E-01   2.578693E-05   9.563745E-01   4.384199E-01
   7.090000E-01   7.878184E-01   2.578709E-05   9.563979E-01   4.368487E-01
   7.100000E-01   7.869990E-01   2.578724E-05   9.564213E-01   4.352959E-01
   7.110000E-01   7.861775E-01   2.578740E-05   9.564445E-01   4.337609E-01
   7.120000E-01   7.853616E-01   2.578755E-05   9.564678E-01   4.322434E-01
   7.130000E-01   7.845436E-01   2.578771E-05   9.564909E-01   4.307431E-01
   7.140000E-01   7.837312E-01   2.578786E-05   9.565140E-01   4.292596E-01
   7.150000E-01   7.829166E-01   2.578801E-05   9.565369E-01   4.277925E-01
   7.160000E-01   7.821076E-01   2.578816E-05   9.565598E-01   4.263416E-01
   7.170000E-01   7.812965E-01   2.578832E-05   9.565825E-01   4.249063E-01
   7.180000E-01   7.804910E-01   2.578847E-05   9.566053E-01   4.234866E-01
   7.190000E-01   7.796834E-01   2.578862E-05   9.566279E-01   4.220819E-01
   7.200000E-01   7.788813E-01   2.578878E-05   9.566505E-01   4.206921E-01
   7.210000E-01   7.780771E-01   2.578893E-05   9.566729E-01   4.193168E-01
   7.220000E-01   7.772785E-01   2.578908E-05   9.566953E-01   4.179558E-01
   7.230000E-01   7.764777E-01   2.578923E-05   9.567176E-01   4.166088E-01
   7.240000E-01   7.756826E-01   2.578938E-05   9.567399E-01   4.152754E-01
   7.250000E-01   7.748853E-01   2.578954E-05   9.567620E-01   4.139556E-01
   7.260000E-01   7.740936E-01   2.578969E-05   9.567841E-01   4.126489E-01
   7.270000E-01   7.732998E-01   2.578984E-05   9.568060E-01   4.113552E-01
   7.280000E-01   7.725116E-01   2.578999E-05   9.568279E-01   4.100742E-01
   7.290000E-01   7.717212E-01   2.579014E-05   9.568497E-01   4.088057E-01
   7.300000E-01   7.709365E-01   2.579029E-05   9.568715E-01   4.075494E-01
   7.310000E-01   7.701495E-01   2.579044E-05   9.568931E-01   4.063052E-01
   7.320000E-01   7.693682E-01   2.579059E-05   9.569147E-01   4.050729E-01
   7.330000E-01   7.685847E-01   2.579075E-05   9.569362E-01   4.038522E-01
   7.340000E-01   7.678070E-01   2.579089E-05   9.569576E-01   4.026429E-01
   7.350000E-01   7.670269E-01   2.579105E-05   9.569789E-01   4.014448E-01
   7.360000E-01   7.662526E-01   2.579119E-05   9.570002E-01   4.002578E-01
   7.370000E-01   7.654760E-01   2.579134E-05   9.570214E-01   3.990817E-01
   7.380000E-01   7.647052E-01   2.579149E-05   9.570425E-01   3.979163E-01
   7.390000E-01   7.639321E-01   2.579164E-05   9.570634E-01   3.967614E-01
   7.400000E-01   7.631648E-01   2.579179E-05   9.570844E-01   3.956169E-01
   7.410000E-01   7.623951E-01   2.579194E-05   9.571052E-01   3.944825E-01
   7.420000E-01   7.616313E-01   2.579209E-05   9.571260E-01   3.933582E-01
   7.430000E-01   7.608651E-01   2.579224E-05   9.571467E-01   3.922438E-01
   7.440000E-01   7.601048E-01   2.579238E-05   9.571673E-01   3.911391E-01
   7.450000E-01   7.593421E-01   2.579253E-05   9.571878E-01   3.900440E-01
   7.460000E-01   7.585853E-01   2.579268E-05   9.572083E-01   3.889583E-01
   7.470000E-01   7.578260E-01   2.579282E-05   9.572286E-01   3.878819E-01
   7.480000E-01   7.570727E-01   2.579297E-05   9.572489E-01   3.868147E-01
   7.490000E-01   7.563170E-01   2.579312E-05   9.572691E-01   3.857565E-01
   7.500000E-01   7.555671E-01   2.579326E-05   9.572892E-01   3.847072E-01
   7.510000E-01   7.548149E-01   2.579341E-05   9.573092E-01   3.836667E-01
   7.520000E-01   7.540686E-01   2.579355E-05   9.573292E-01   3.826348E-01
   7.530000E-01   7.533198E-01   2.579370E-05   9.573490E-01   3.816115E-01
   7.540000E-01   7.525770E-01   2.579385E-05   9.573688E-01   3.805966E-01
   7.550000E-01   7.518317E-01   2.579399E-05   9.573885E-01   3.795900E-01
   7.560000E-01   7.510925E-01   2.579413E-05   9.574082E-01   3.785916E-01
   7.570000E-01   7.503507E-01   2.579428E-05   9.574277E-01   3.776013E-01
   7.580000E-01   7.496150E-01   2.579442E-05   9.574472E-01   3.766190E-01
   7.590000E-01   7.488767E-01   2.579457E-05   9.574665E-01   3.756445E-01
   7.600000E-01   7.481445E-01   2.579471E-05   9.574858E-01   3.746778E-01
   7.610000E-01   7.474097E-01   2.579485E-05   9.575050E-01   3.737188E-01
   7.620000E-01   7.466810E-01   2.579500E-05   9.575242E-01   3.727674E-01
   7.630000E-01   7.459498E-01   2.579514E-05   9.575432E-01   3.718234E-01
   7.640000E-01   7.452246E-01   2.579528E-05   9.575622E-01   3.708868E-01
   7.650000E-01   7.444969E-01   2.579542E-05   9.575811E-01   3.699576E-01
   7.660000E-01   7.437752E-01   2.579556E-05   9.575999E-01   3.690355E-01
   7.670000E-01   7.430510E-01   2.579571E-05   9.576186E-01   3.681206E-01
   7.680000E-01   7.423329E-01   2.579585E-05   9.576372E-01   3.672127E-01
   7.690000E-01   7.416122E-01   2.579599E-05   9.576558E-01   3.663118E-01
   7.700000E-01   7.408977E-01   2.579613E-05   9.576743E-01   3.654177E-01
   7.710000E-01   7.401805E-01   2.579627E-05   9.576927E-01   3.645305E-01
   7.720000E-01   7.394695E-01   2.579641E-05   9.577110E-01   3.636499E-01
   7.730000E-01   7.387559E-01   2.579655E-05   9.577292E-01   3.627761E-01
   7.740000E-01   7.380485E-01   2.579669E-05   9.577473E-01   3.619087E-01
   7.750000E-01   7.373383E-01   2.579682E-05   9.577654E-01   3.610479E-01
   7.760000E-01   7.366344E-01   2.579696E-05   9.577834E-01   3.601934E-01
   7.770000E-01   7.359278E-01   2.579710E-05   9.578013E-01   3.593453E-01
   7.780000E-01   7.352275E-01   2.579724E-05   9.578191E-01   3.585035E-01
   7.790000E-01   7.345244E-01   2.579738E-05   9.578368E-01   3.576679E-01
   7.800000E-01   7.338277E-01   2.579751E-05   9.578545E-01   3.568384E-01
   7.810000E-01   7.331281E-01   2.579765E-05   9.578720E-01   3.560150E-01
   7.820000E-01   7.324349E-01   2.579779E-05   9.578895E-01   3.551976E-01
   7.830000E-01   7.317389E-01   2.579792E-05   9.579069E-01   3.543862E-01
   7.840000E-01   7.310493E-01   2.579806E-05   9.579242E-01   3.535806E-01
   7.850000E-01   7.303568E-01   2.579819E-05   9.579415E-01   3.527809E-01
   7.860000E-01   7.296707E-01   2.579833E-05   9.579586E-01   3.519869E-01
   7.870000E-01   7.289818E-01   2.579846E-05   9.579757E-01   3.511987E-01
   7.880000E-01   7.282993E-01   2.579860E-05   9.579927E-01   3.504160E-01
   7.890000E-01   7.276139E-01   2.579873E-05   9.580096E-01   3.496390E-01
   7.900000E-01   7.269349E-01   2.579887E-05   9.580264E-01   3.488674E-01
   7.910000E-01   7.262531E-01   2.579900E-05   9.580432E-01   3.481014E-01
   7.920000E-01   7.255777E-01   2.579913E-05   9.580598E-01   3.473407E-01
   7.930000E-01   7.248994E-01   2.579927E-05   9.580764E-01   3.465855E-01
   7.940000E-01   7.242276E-01   2.579940E-05   9.580929E-01   3.458355E-01
   7.950000E-01   7.235528E-01   2.579953E-05   9.581093E-01   3.450908E-01
   7.960000E-01   7.228846E-01   2.579966E-05   9.581256E-01   3.443513E-01
   7.970000E-01   7.222134E-01   2.579979E-05   9.581419E-01   3.436170E-01
   7.980000E-01   7.215487E-01   2.579992E-05   9.581580E-01   3.428877E-01
   7.990000E-01   7.208810E-01   2.580006E-05   9.581741E-01   3.421635E-01
   8.000000E-01   7.202199E-01   2.580019E-05   9.581901E-01   3.414443E-01
   8.010000E-01   7.195558E-01   2.580032E-05   9.582060E-01   3.407301E-01
   8.020000E-01   7.188982E-01   2.580044E-05   9.582218E-01   3.400208E-01
   8.030000E-01   7.182376E-01   2.580057E-05   9.582376E-01   3.393164E-01
   8.040000E-01   7.175836E-01   2.580070E-05   9.582532E-01   3.386168E-01
   8.050000E-01   7.169266E-01   2.580083E-05   9.582688E-01   3.379219E-01
   8.060000E-01   7.162762E-01   2.580096E-05   9.582843E-01   3.372318E-01
   8.070000E-01   7.156227E-01   2.580109E-05   9.582997E-01   3.365464E-01
   8.080000E-01   7.149758E-01   2.580122E-05   9.583151E-01   3.358656E-01
   8.090000E-01   7.143259E-01   2.580134E-05   9.583303E-01   3.351895E-01
   8.100000E-01   7.136826E-01   2.580147E-05   9.583455E-01   3.345178E-01
   8.110000E-01   7.130362E-01   2.580160E-05   9.583606E-01   3.338507E-01
   8.120000E-01   7.123964E-01   2.580172E-05   9.583756E-01   3.331881E-01
   8.130000E-01   7.117536E-01   2.580185E-05   9.583905E-01   3.325300E-01
   8.140000E-01   7.111174E-01   2.580197E-05   9.584053E-01   3.318762E-01
   8.150000E-01   7.104781E-01   2.580210E-05   9.584201E-01   3.312267E-01
   8.160000E-01   7.098454E-01   2.580222E-05   9.584348E-01   3.305816E-01
   8.170000E-01   7.092097E-01   2.580235E-05   9.584494E-01   3.299408E-01
   8.180000E-01   7.085806E-01   2.580247E-05   9.584639E-01   3.293042E-01
   8.190000E-01   7.079484E-01   2.580259E-05   9.584783E-01   3.286719E-01
   8.200000E-01   7.073228E-01   2.580272E-05   9.584926E-01   3.280437E-01
   8.210000E-01   7.066941E-01   2.580284E-05   9.585069E-01   3.274196E-01
   8.220000E-01   7.060722E-01   2.580296E-05   9.585211E-01   3.267996E-01
   8.230000E-01   7.054470E-01   2.580308E-05   9.585352E-01   3.261838E-01
   8.240000E-01   7.048286E-01   2.580321E-05   9.585492E-01   3.255719E-01
   8.250000E-01   7.042069E-01   2.580333E-05   9.585632E-01   3.249640E-01
   8.260000E-01   7.035921E-01   2.580345E-05   9.585770E-01   3.243601E-01
   8.270000E-01   7.029739E-01   2.580357E-05   9.585908E-01   3.237601E-01
   8.280000E-01   7.023626E-01   2.580369E-05   9.586045E-01   3.231640E-01
   8.290000E-01   7.017480E-01   2.580381E-05   9.586181E-01   3.225718E-01
   8.300000E-01   7.011402E-01   2.580393E-05   9.586316E-01   3.219834E-01
   8.310000E-01   7.005291E-01   2.580405E-05   9.586451E-01   3.213988E-01
   8.320000E-01   6.999249E-01   2.580417E-05   9.586584E-01   3.208179E-01
   8.330000E-01   6.993173E-01   2.580428E-05   9.586717E-01   3.202408E-01
   8.340000E-01   6.987166E-01   2.580440E-05   9.586849E-01   3.196674E-01
   8.350000E-01   6.981125E-01   2.580452E-05   9.586981E-01   3.190977E-01
   8.360000E-01   6.975154E-01   2.580464E-05   9.587111E-01   3.185316E-01
   8.370000E-01   6.969148E-01   2.580475E-05   9.587241E-01   3.179691E-01
   8.380000E-01   6.963211E-01   2.580487E-05   9.587369E-01   3.174102E-01
   8.390000E-01   6.957241E-01   2.580499E-05   9.587498E-01   3.168549E-01
   8.400000E-01   6.951340E-01   2.580510E-05   9.587624E-01   3.163031E-01
   8.410000E-01   6.945404E-01   2.580522E-05   9.587751E-01   3.157548E-01
   8.420000E-01   6.939538E-01   2.580533E-05   9.587877E-01   3.152099E-01
   8.430000E-01   6.933637E-01   2.580545E-05   9.588002E-01   3.146685E-01
   8.440000E-01   6.927806E-01   2.580556E-05   9.588125E-01   3.141305E-01
   8.450000E-01   6.921940E-01   2.580567E-05   9.588249E-01   3.135959E-01
   8.460000E-01   6.916144E-01   2.580579E-05   9.588371E-01   3.130646E-01
   8.470000E-01   6.910313E-01   2.580590E-05   9.588493E-01   3.125367E-01
   8.480000E-01   6.904552E-01   2.580601E-05   9.588614E-01   3.120121E-01
   8.490000E-01   6.898756E-01   2.580613E-05   9.588734E-01   3.114908E-01
   8.500000E-01   6.893030E-01   2.580624E-05   9.588853E-01   3.109727E-01
   8.510000E-01   6.887269E-01   2.580635E-05   9.588972E-01   3.104579E-01
   8.520000E-01   6.881577E-01   2.580646E-05   9.589089E-01   3.099462E-01
   8.530000E-01   6.875851E-01   2.580657E-05   9.589207E-01   3.094378E-01
   8.540000E-01   6.870194E-01   2.580668E-05   9.589322E-01   3.089325E-01
   8.550000E-01   6.864502E-01   2.580679E-05   9.589438E-01   3.084303E-01
   8.560000E-01   6.858880E-01   2.580690E-05   9.589552E-01   3.079313E-01
   8.570000E-01   6.853223E-01   2.580701E-05   9.589666E-01   3.074353E-01
   8.580000E-01   6.847636E-01   2.580712E-05   9.589779E-01   3.069424E-01
   8.590000E-01   6.842013E-01   2.580723E-05   9.589892E-01   3.064525E-01
   8.600000E-01   6.836461E-01   2.580734E-05   9.590003E-01   3.059656E-01
   8.610000E-01   6.830872E-01   2.580744E-05   9.590114E-01   3.054817E-01
   8.620000E-01   6.825354E-01   2.580755E-05   9.590223E-01   3.050008E-01
   8.630000E-01   6.819800E-01   2.580766E-05   9.590333E-01   3.045229E-01
   8.640000E-01   6.814316E-01   2.580776E-05   9.590441E-01   3.040478E-01
   8.650000E-01   6.808796E-01   2.580787E-05   9.590549E-01   3.035757E-01
   8.660000E-01   6.803347E-01   2.580798E-05   9.590656E-01   3.031064E-01
   8.670000E-01   6.797861E-01   2.580808E-05   9.590762E-01   3.026400E-01
   8.680000E-01   6.792447E-01   2.580819E-05   9.590867E-01   3.021764E-01
   8.690000E-01   6.786995E-01   2.580829E-05   9.590972E-01   3.017157E-01
   8.700000E-01   6.781615E-01   2.580840E-05   9.591075E-01   3.012577E-01
   8.710000E-01   6.776197E-01   2.580850E-05   9.591179E-01   3.008026E-01
   8.720000E-01   6.770851E-01   2.580860E-05   9.591281E-01   3.003501E-01
   8.730000E-01   6.765467E-01   2.580871E-05   9.591383E-01   2.999005E-01
   8.740000E-01   6.760155E-01   2.580881E-05   9.591483E-01   2.994535E-01
   8.750000E-01   6.754805E-01   2.580891E-05   9.591584E-01   2.990092E-01
   8.760000E-01   6.749527E-01   2.580901E-05   9.591683E-01   2.985676E-01
   8.770000E-01   6.744211E-01   2.580911E-05   9.591782E-01   2.981286E-01
   8.780000E-01   6.738967E-01   2.580922E-05   9.591879E-01   2.976923E-01
   8.790000E-01   6.733684E-01   2.580932E-05   9.591977E-01   2.972586E-01
   8.800000E-01   6.728474E-01   2.580942E-05   9.592073E-01   2.968275E-01
   8.810000E-01   6.723225E-01   2.580952E-05   9.592169E-01   2.963990E-01
   8.820000E-01   6.718049E-01   2.580962E-05   9.592263E-01   2.959730E-01
   8.830000E-01   6.712833E-01   2.580972E-05   9.592358E-01   2.955496E-01
   8.840000E-01   6.707690E-01   2.580982E-05   9.592451E-01   2.951287E-01
   8.850000E-01   6.702508E-01   2.580991E-05   9.592544E-01   2.947103E-01
   8.860000E-01   6.697399E-01   2.581001E-05   9.592636E-01   2.942944E-01
   8.870000E-01   6.692250E-01   2.581011E-05   9.592728E-01   2.938810E-01
   8.880000E-01   6.687174E-01   2.581021E-05   9.592818E-01   2.934700E-01
   8.890000E-01   6.682059E-01   2.581030E-05   9.592908E-01   2.930614E-01
   8.900000E-01   6.677017E-01   2.581040E-05   9.592997E-01   2.926553E-01
   8.910000E-01   6.671934E-01   2.581050E-05   9.593086E-01   2.922516E-01
   8.920000E-01   6.666925E-01   2.581059E-05   9.593173E-01   2.918502E-01
   8.930000E-01   6.661876E-01   2.581069E-05   9.593261E-01   2.914513E-01
   8.940000E-01   6.656900E-01   2.581079E-05   9.593347E-01   2.910546E-01
   8.950000E-01   6.651883E-01   2.581088E-05   9.593433E-01   2.906604E-01
   8.960000E-01   6.646940E-01   2.581097E-05   9.593517E-01   2.902684E-01
   8.970000E-01   6.641957E-01   2.581107E-05   9.593602E-01   2.898788E-01
   8.980000E-01   6.637046E-01   2.581116E-05   9.593685E-01   2.894914E-01
   8.990000E-01   6.632096E-01   2.581126E-05   9.593768E-01   2.891063E-01
   9.000000E-01   6.627218E-01   2.581135E-05   9.593850E-01   2.887234E-01
   9.010000E-01   6.622300E-01   2.581144E-05   9.593932E-01   2.883428E-01
   9.020000E-01   6.617455E-01   2.581153E-05   9.594012E-01   2.879644E-01
   9.030000E-01   6.612570E-01   2.581163E-05   9.594093E-01   2.875883E-01
   9.040000E-01   6.607758E-01   2.581172E-05   9.594172E-01   2.872143E-01
   9.050000E-01   6.602904E-01   2.581181E-05   9.594251E-01   2.868425E-01
   9.060000E-01   6.598125E-01   2.581190E-05   9.594329E-01   2.864728E-01
   9.070000E-01   6.593304E-01   2.581199E-05   9.594407E-01   2.861053E-01
   9.080000E-01   6.588556E-01   2.581208E-05   9.594483E-01   2.857400E-01
   9.090000E-01   6.583768E-01   2.581217E-05   9.594560E-01   2.853767E-01
   9.100000E-01   6.579052E-01   2.581226E-05   9.594635E-01   2.850156E-01
   9.110000E-01   6.574296E-01   2.581235E-05   9.594710E-01   2.846566E-01
   9.120000E-01   6.569613E-01   2.581244E-05   9.594784E-01   2.842996E-01
   9.130000E-01   6.564888E-01   2.581252E-05   9.594858E-01   2.839447E-01
   9.140000E-01   6.560237E-01   2.581261E-05   9.594930E-01   2.835918E-01
   9.150000E-01   6.555544E-01   2.581270E-05   9.595003E-01   2.832411E-01
   9.160000E-01   6.550925E-01   2.581279E-05   9.595074E-01   2.828922E-01
   9.170000E-01   6.546263E-01   2.581287E-05   9.595146E-01   2.825455E-01
   9.180000E-01   6.541676E-01   2.581296E-05   9.595215E-01   2.822007E-01
   9.190000E-01   6.537046E-01   2.581305E-05   9.595286E-01   2.818579E-01
   9.200000E-01   6.532490E-01   2.581313E-05   9.595354E-01   2.815170E-01
   9.210000E-01   6.527892E-01   2.581322E-05   9.595423E-01   2.811782E-01
   9.220000E-01   6.523367E-01   2.581330E-05   9.595490E-01   2.808412E-01
   9.230000E-01   6.518800E-01   2.581339E-05   9.595558E-01   2.805062E-01
   9.240000E-01   6.514307E-01   2.581347E-05   9.595624E-01   2.801731E-01
   9.250000E-01   6.509771E-01   2.581356E-05   9.595691E-01   2.798419E-01
   9.260000E-01   6.505310E-01   2.581364E-05   9.595756E-01   2.795126E-01
   9.270000E-01   6.500805E-01   2.581372E-05   9.595821E-01   2.791852E-01
   9.280000E-01   6.496374E-01   2.581381E-05   9.595884E-01   2.788596E-01
   9.290000E-01   6.491900E-01   2.581389E-05   9.595949E-01   2.785360E-01
   9.300000E-01   6.487500E-01   2.581397E-05   9.596011E-01   2.782141E-01
   9.310000E-01   6.483057E-01   2.581405E-05   9.596074E-01   2.778941E-01
   9.320000E-01   6.478688E-01   2.581413E-05   9.596135E-01   2.775759E-01
   9.330000E-01   6.474275E-01   2.581421E-05   9.596197E-01   2.772595E-01
   9.340000E-01   6.469937E-01   2.581430E-05   9.596257E-01   2.769448E-01
   9.350000E-01   6.465555E-01   2.581438E-05   9.596317E-01   2.766321E-01
   9.360000E-01   6.461247E-01   2.581446E-05   9.596376E-01   2.763210E-01
   9.370000E-01   6.456895E-01   2.581454E-05   9.596436E-01   2.760117E-01
   9.380000E-01   6.452618E-01   2.581462E-05   9.596493E-01   2.757041E-01
   9.390000E-01   6.448296E-01   2.581469E-05   9.596552E-01   2.753984E-01
   9.400000E-01   6.444049E-01   2.581477E-05   9.596608E-01   2.750943E-01
   9.410000E-01   6.439757E-01   2.581485E-05   9.596665E-01   2.747919E-01
   9.420000E-01   6.435540E-01   2.581493E-05   9.596721E-01   2.744912E-01
   9.430000E-01   6.431279E-01   2.581501E-05   9.596777E-01   2.741923E-01
   9.440000E-01   6.427092E-01   2.581509E-05   9.596831E-01   2.738950E-01
   9.450000E-01   6.422860E-01   2.581516E-05   9.596886E-01   2.735994E-01
   9.460000E-01   6.418703E-01   2.581524E-05   9.596939E-01   2.733054E-01
   9.470000E-01   6.414500E-01   2.581531E-05   9.596993E-01   2.730131E-01
   9.480000E-01   6.410373E-01   2.581539E-05   9.597045E-01   2.727224E-01
   9.490000E-01   6.406200E-01   2.581547E-05   9.597098E-01   2.724334E-01
   9.500000E-01   6.402102E-01   2.581554E-05   9.597149E-01   2.721460E-01
   9.510000E-01   6.397958E-01   2.581562E-05   9.597201E-01   2.718602E-01
   9.520000E-01   6.393890E-01   2.581569E-05   9.597251E-01   2.715759E-01
   9.530000E-01   6.389775E-01   2.581577E-05   9.597301E-01   2.712933E-01
   9.540000E-01   6.385736E-01   2.581584E-05   9.597350E-01   2.710122E-01
   9.550000E-01   6.381650E-01   2.581591E-05   9.597400E-01   2.707328E-01
   9.560000E-01   6.377640E-01   2.581599E-05   9.597448E-01   2.704548E-01
   9.570000E-01   6.373584E-01   2.581606E-05   9.597497E-01   2.701785E-01
   9.580000E-01   6.369602E-01   2.581613E-05   9.597543E-01   2.699036E-01
   9.590000E-01   6.365574E-01   2.581620E-05   9.597591E-01   2.696303E-01
   9.600000E-01   6.361621E-01   2.581628E-05   9.597637E-01   2.693585E-01
   9.610000E-01   6.357622E-01   2.581635E-05   9.597684E-01   2.690882E-01
   9.620000E-01   6.353698E-01   2.581642E-05   9.597728E-01   2.688194E-01
   9.630000E-01   6.349727E-01   2.581649E-05   9.597774E-01   2.685521E-01
   9.640000E-01   6.345831E-01   2.581656E-05   9.597818E-01   2.682863E-01
   9.650000E-01   6.341889E-01   2.581663E-05   9.597863E-01   2.680220E-01
   9.660000E-01   6.338021E-01   2.581670E-05   9.597906E-01   2.677590E-01
   9.670000E-01   6.334107E-01   2.581677E-05   9.597950E-01   2.674976E-01
   9.680000E-01   6.330267E-01   2.581684E-05   9.597992E-01   2.672376E-01
   9.690000E-01   6.326381E-01   2.581691E-05   9.598034E-01   2.669791E-01
   9.700000E-01   6.322569E-01   2.581698E-05   9.598075E-01   2.667219E-01
   9.710000E-01   6.318711E-01   2.581705E-05   9.598117E-01   2.664662E-01
   9.720000E-01   6.314927E-01   2.581712E-05   9.598158E-01   2.662119E-01
   9.730000E-01   6.311096E-01   2.581718E-05   9.598199E-01   2.659590E-01
   9.740000E-01   6.307340E-01   2.581725E-05   9.598238E-01   2.657075E-01
   9.750000E-01   6.303536E-01   2.581732E-05   9.598278E-01   2.654573E-01
   9.760000E-01   6.299808E-01   2.581738E-05   9.598316E-01   2.652085E-01
   9.770000E-01   6.296031E-01   2.581745E-05   9.598356E-01   2.649612E-01
   9.780000E-01   6.292330E-01   2.581752E-05   9.598393E-01   2.647151E-01
   9.790000E-01   6.288581E-01   2.581758E-05   9.598432E-01   2.644704E-01
   9.800000E-01   6.284906E-01   2.581765E-05   9.598468E-01   2.642270E-01
